,symbol_string,parameters,field_shape,cost,status,tileset,comoving,tile_shape
58,001_011,"(54.443334386163784, 29.911006001087056, 0)","(32, 32)",0.12644097441038446,0,padded,False,"(2, 3)"
59,001_012,"(58.230721859484774, 31.437703454956914, 0)","(32, 32)",1.2922913583042352e-09,-1,padded,False,"(2, 3)"
60,001_020,"(64.56046154326086, 30.54507786342196, 0)","(32, 32)",0.09535613879189946,0,padded,False,"(2, 3)"
61,001_021,"(62.7364925723074, 31.303649126532957, 0)","(32, 32)",0.04109345137721831,0,padded,False,"(2, 3)"
62,001_022,"(45.34697341925457, 31.448094506762573, 0)","(32, 64)",5.312267415813204e-07,-1,padded,False,"(2, 3)"
63,001_101,"(36.759422559965515, 29.497892392254784, 0)","(32, 32)",0.15619820010081142,0,padded,False,"(2, 3)"
64,001_102,"(40.02971536419557, 31.404794601275007, 0)","(32, 32)",0.04517661146238807,0,padded,False,"(2, 3)"
65,001_110,"(49.26704927016618, 29.00975055466204, 0)","(32, 32)",0.152183233542064,0,padded,False,"(2, 3)"
66,001_111,"(74.48908623082974, 35.48055915858263, 0)","(32, 64)",0.31008867419299496,0,padded,False,"(2, 3)"
67,001_112,"(49.924846771896206, 36.494628252379265, 0)","(32, 64)",0.24433115931129268,0,padded,False,"(2, 3)"
68,001_120,"(41.322346746577125, 32.18754404284548, 0)","(32, 32)",0.12121404517876029,0,padded,False,"(2, 3)"
69,001_121,"(78.73534007272596, 37.22037765699266, 0)","(32, 64)",9.262166037540608e-09,-1,padded,False,"(2, 3)"
70,001_122,"(43.17616132623277, 39.179893811090125, 0)","(32, 64)",0.41284542315115946,0,padded,False,"(2, 3)"
71,001_200,"(39.31075194030892, 28.959143243958852, 0)","(32, 32)",0.056443504603763246,0,padded,False,"(2, 3)"
72,001_201,"(43.6774222697964, 33.42803104333915, 0)","(32, 32)",2.581619092332256e-10,-1,padded,False,"(2, 3)"
73,001_202,"(76.68790281437543, 36.700949507585015, 0)","(32, 64)",0.060525466233156786,0,padded,False,"(2, 3)"
74,001_210,"(41.63355991680529, 34.028124168939144, 0)","(32, 32)",5.416967962481073e-12,-1,padded,False,"(2, 3)"
75,001_211,"(60.90830177117668, 36.19823686493369, 0)","(32, 64)",0.47489266640782873,0,padded,False,"(2, 3)"
76,001_212,"(70.1266202099841, 38.208959174003304, 0)","(32, 64)",9.007628970144704e-07,-1,padded,False,"(2, 3)"
77,001_220,"(93.41712004965372, 37.80026310451989, 0)","(32, 64)",9.431365566958797e-07,-1,padded,False,"(2, 3)"
78,001_221,"(46.395201533751774, 38.8438868243656, 0)","(32, 64)",0.6445307832869343,0,padded,False,"(2, 3)"
79,001_222,"(42.70937906806321, 37.27967502270155, 0)","(32, 64)",0.47800242035415447,0,padded,False,"(2, 3)"
80,002_011,"(44.68536947625302, 34.724492924882775, 0)","(32, 32)",0.056244696465738805,0,padded,False,"(2, 3)"
81,002_012,"(86.83746964954264, 35.400600148780846, 0)","(32, 64)",0.025280433474955306,0,padded,False,"(2, 3)"
82,002_020,"(38.74153306632049, 31.49375182715494, 0)","(32, 32)",6.314513563931842e-06,0,padded,False,"(2, 3)"
83,002_021,"(43.83967653225204, 33.88798496409714, 0)","(32, 64)",13.603559795753208,0,padded,False,"(2, 3)"
84,002_022,"(50.34445786543679, 36.56250945405357, 0)","(32, 64)",0.636655072196072,0,padded,False,"(2, 3)"
85,002_101,"(36.94842982442977, 31.449923651025166, 0)","(32, 32)",0.05886423322593217,0,padded,False,"(2, 3)"
86,002_102,"(137.0395479665709, 37.96840490188719, 0)","(32, 64)",0.19310073597631455,0,padded,False,"(2, 3)"
87,002_110,"(57.78843941437622, 31.489320565112948, 0)","(32, 32)",3.857568541202751e-11,-1,padded,False,"(2, 3)"
88,002_111,"(39.98566880280811, 36.40055257645977, 0)","(32, 64)",0.34925455030297003,0,padded,False,"(2, 3)"
89,002_112,"(65.22459706588802, 39.81687172506117, 0)","(32, 64)",0.13960375571227582,0,padded,False,"(2, 3)"
90,002_120,"(91.82091868640468, 41.88685339035617, 0)","(32, 64)",0.3842512408099894,0,padded,False,"(2, 3)"
91,002_121,"(52.11488386054589, 39.1732851780057, 0)","(32, 64)",0.4400195137539539,0,padded,False,"(2, 3)"
92,002_122,"(68.89969335016082, 39.2430863823742, 0)","(32, 64)",0.10972079724436537,0,padded,False,"(2, 3)"
93,002_201,"(37.62147283468712, 34.72991290758859, 0)","(32, 64)",1.2370590793650614e-07,-1,padded,False,"(2, 3)"
94,002_202,"(59.52491597635924, 36.06885715464815, 0)","(32, 64)",0.01205068572196514,0,padded,False,"(2, 3)"
95,002_210,"(32.90525984909362, 33.5037249756575, 0)","(32, 64)",0.011902430773860747,0,padded,False,"(2, 3)"
96,002_211,"(49.41273321058574, 36.530293759541046, 0)","(32, 64)",0.29641819688302673,0,padded,False,"(2, 3)"
97,002_212,"(59.33953748574637, 41.02602808305594, 0)","(32, 64)",0.7311285772293479,0,padded,False,"(2, 3)"
98,002_220,"(59.524915976398546, 36.06885715464324, 0)","(32, 64)",0.012050685721744586,0,padded,False,"(2, 3)"
99,002_221,"(56.92634323426072, 39.54374475424735, 0)","(32, 64)",0.20093720950074026,0,padded,False,"(2, 3)"
100,002_222,"(105.35899263834958, 42.04224126609183, 0)","(32, 64)",3.898913951625743e-07,-1,padded,False,"(2, 3)"
101,011_012,"(40.46356628722031, 35.1541754568738, 0)","(32, 64)",0.14565111738588163,0,padded,False,"(2, 3)"
102,011_021,"(65.74470570736104, 34.89363102534419, 0)","(32, 64)",0.5446303330984198,0,padded,False,"(2, 3)"
103,011_022,"(40.296336589786335, 36.007236493415746, 0)","(32, 64)",0.36510012763380995,0,padded,False,"(2, 3)"
104,011_101,"(60.720981532702496, 35.11308577501085, 0)","(32, 64)",0.583957714146727,0,padded,False,"(2, 3)"
105,011_102,"(73.03533570318412, 35.59273398134299, 0)","(32, 64)",0.3428141878775765,0,padded,False,"(2, 3)"
106,011_111,"(98.39822752707165, 37.93241836873089, 0)","(32, 64)",0.03453291835411787,0,padded,False,"(2, 3)"
107,011_112,"(62.585538763013574, 39.82710221499155, 0)","(32, 64)",1.563373040440802e-07,-1,padded,False,"(2, 3)"
108,011_120,"(58.389244037023985, 36.64385448557559, 0)","(32, 64)",0.6508674150259143,0,padded,False,"(2, 3)"
109,011_121,"(37.50216216145383, 39.59555618375541, 0)","(32, 64)",0.5073280621070272,0,padded,False,"(2, 3)"
110,011_122,"(34.95733274354946, 40.544670875949464, 0)","(32, 64)",0.6591709336890561,0,padded,False,"(2, 3)"
111,011_201,"(55.30875966278, 35.59807421730349, 0)","(32, 64)",0.4448783572976603,0,padded,False,"(2, 3)"
112,011_202,"(43.27047202920223, 36.66151641815539, 0)","(32, 64)",0.785858591157487,0,padded,False,"(2, 3)"
113,011_210,"(42.60794347190071, 35.70083211663952, 0)","(32, 64)",0.7264660955505542,0,padded,False,"(2, 3)"
114,011_211,"(59.49359366161696, 37.82507803521279, 0)","(32, 64)",0.6196575379653152,0,padded,False,"(2, 3)"
115,011_212,"(37.4371517644125, 40.489401450890995, 0)","(32, 64)",0.46314727758558827,0,padded,False,"(2, 3)"
116,011_220,"(47.64799199578704, 37.14510643120386, 0)","(32, 64)",0.7259792943196826,0,padded,False,"(2, 3)"
117,011_221,"(37.748846904530204, 41.46694622969769, 0)","(32, 64)",0.7774960867256678,0,padded,False,"(2, 3)"
118,011_222,"(54.67139046786368, 43.60915745093086, 0)","(32, 64)",0.4999810633015132,0,padded,False,"(2, 3)"
119,012_021,"(63.80602955261058, 39.02894276553681, 0)","(32, 64)",0.19974465915481093,0,padded,False,"(2, 3)"
120,012_022,"(57.35786934900731, 43.045654478460605, 0)","(32, 64)",0.5724994516735065,0,padded,False,"(2, 3)"
121,012_102,"(50.94187050797699, 38.40872963571321, 0)","(32, 64)",0.41097768539496776,0,padded,False,"(2, 3)"
122,012_111,"(83.56058348847479, 40.12474843382028, 0)","(32, 64)",0.1335983004525754,0,padded,False,"(2, 3)"
123,012_112,"(37.61634071338127, 40.67112375056826, 0)","(32, 64)",0.9655160747119451,0,padded,False,"(2, 3)"
124,012_120,"(72.70910280451365, 40.89065235818818, 0)","(32, 64)",0.5806709856265017,0,padded,False,"(2, 3)"
125,012_121,"(45.81637080148942, 38.89704214222381, 0)","(32, 64)",0.20129957593116002,0,padded,False,"(2, 3)"
126,012_122,"(38.688070095895796, 43.40310490802764, 0)","(32, 64)",0.5028928134409155,0,padded,False,"(2, 3)"
127,012_202,"(63.3866352143641, 43.69136192948444, 0)","(32, 64)",0.12356992745942692,0,padded,False,"(2, 3)"
128,012_210,"(82.16780635358437, 38.56579612785722, 0)","(32, 64)",8.971250334080332e-10,-1,padded,False,"(2, 3)"
129,012_211,"(46.9570916125421, 41.67512265749729, 0)","(32, 64)",0.4819977157447474,0,padded,False,"(2, 3)"
130,012_212,"(103.54876606341976, 48.10959926069072, 0)","(32, 64)",0.0410897593687645,0,padded,False,"(2, 3)"
131,012_220,"(77.86356639081438, 41.43551932162153, 0)","(32, 64)",0.07816794043175117,0,padded,False,"(2, 3)"
132,012_221,"(54.83108778735546, 42.43730261272724, 0)","(32, 64)",0.1354923363572128,0,padded,False,"(2, 3)"
133,012_222,"(87.1439720076745, 48.19934870399969, 0)","(32, 64)",2.174784271529919e-09,-1,padded,False,"(2, 3)"
134,021_022,"(54.23002513882635, 43.73785579971535, 0)","(32, 64)",0.23966944868323783,0,padded,False,"(2, 3)"
135,021_102,"(50.84549382380612, 39.71576472902073, 0)","(32, 64)",0.5642087559852733,0,padded,False,"(2, 3)"
136,021_111,"(67.08050585532867, 41.751275409286244, 0)","(32, 64)",2.482743090036546e-07,-1,padded,False,"(2, 3)"
137,021_112,"(40.050977067471116, 41.25075028386857, 0)","(32, 64)",0.4401395885424796,0,padded,False,"(2, 3)"
138,021_121,"(43.629196466552, 41.408110688450435, 0)","(32, 64)",0.32403475571268087,0,padded,False,"(2, 3)"
139,021_122,"(34.240828935997754, 42.89994095884819, 0)","(32, 64)",0.586517570940491,0,padded,False,"(2, 3)"
140,021_202,"(44.26813203398921, 42.651834105928955, 0)","(32, 64)",0.24999744865865695,0,padded,False,"(2, 3)"
141,021_211,"(54.0683751417273, 40.833360375163046, 0)","(32, 32)",0.18342339534409524,0,padded,False,"(2, 3)"
142,021_212,"(42.91189308138182, 43.62796810208483, 0)","(32, 32)",0.12419463774629631,0,padded,False,"(2, 3)"
143,021_220,"(49.15048459293375, 42.774747621902435, 0)","(32, 32)",0.0777950329889146,0,padded,False,"(2, 3)"
144,021_221,"(56.33679698174624, 45.90488165357937, 0)","(32, 32)",0.18931747651327252,0,padded,False,"(2, 3)"
145,021_222,"(51.001902311166155, 45.94552114870683, 0)","(32, 32)",0.08398131023246805,0,padded,False,"(2, 3)"
146,022_111,"(54.53186907773448, 44.344809556165686, 0)","(32, 32)",0.031945902654563894,0,padded,False,"(2, 3)"
147,022_112,"(48.504601209143146, 43.575622341261464, 0)","(32, 32)",0.134100315101102,0,padded,False,"(2, 3)"
148,022_121,"(53.64939578284764, 45.53051959398382, 0)","(32, 32)",0.16806453083730577,0,padded,False,"(2, 3)"
149,022_122,"(45.94030452335501, 45.06264887498682, 0)","(32, 32)",0.17910775956684927,0,padded,False,"(2, 3)"
150,022_202,"(45.81505038973509, 45.630040308762645, 0)","(32, 32)",0.05403113456034737,0,padded,False,"(2, 3)"
151,022_211,"(43.392639490669225, 45.65667247062296, 0)","(32, 32)",0.2212262400756975,0,padded,False,"(2, 3)"
152,022_212,"(46.80827126567653, 45.6949202665147, 0)","(32, 32)",0.058217187793684885,0,padded,False,"(2, 3)"
153,022_221,"(58.12184065413238, 46.09482744043987, 0)","(32, 32)",0.10860208039650011,0,padded,False,"(2, 3)"
154,022_222,"(48.20399868066491, 47.25229332561395, 0)","(32, 32)",0.11399718109267933,0,padded,False,"(2, 3)"
155,111_112,"(54.560885997586794, 41.98924434329903, 0)","(32, 32)",0.06967877012868591,0,padded,False,"(2, 3)"
156,111_122,"(45.994837665222065, 42.70952091376219, 0)","(32, 32)",0.0972023552763088,0,padded,False,"(2, 3)"
157,112_121,"(50.95131282651607, 44.47804679552911, 0)","(32, 32)",0.176322676859027,0,padded,False,"(2, 3)"
158,112_122,"(50.17363108169266, 46.17865875899836, 0)","(32, 32)",0.3158913233891005,0,padded,False,"(2, 3)"
159,112_212,"(52.86893075699297, 48.47358343798764, 0)","(32, 32)",0.1650339052181711,0,padded,False,"(2, 3)"
160,112_221,"(43.0675033188993, 46.56312303194434, 0)","(32, 32)",0.17440885207095247,0,padded,False,"(2, 3)"
161,112_222,"(55.936699228273, 49.63965988636416, 0)","(32, 32)",0.11738206234266617,0,padded,False,"(2, 3)"
162,122_212,"(43.376331833702395, 49.94743743473833, 0)","(32, 32)",0.17146353312034826,0,padded,False,"(2, 3)"
163,122_222,"(42.6410198348496, 53.029812569664514, 0)","(32, 32)",0.06022695101269497,0,padded,False,"(2, 3)"
164,0000_0001,"(66.64658880455146, 30.055950927579715, 0)","(32, 32)",0.06871340661545028,0,padded,False,"(2, 4)"
165,0000_0002,"(35.2862581130382, 31.24157506343089, 0)","(32, 32)",0.17741181727208252,0,padded,False,"(2, 4)"
166,0000_0011,"(67.08665693830122, 30.774469420739376, 0)","(32, 32)",0.16394845689377802,0,padded,False,"(2, 4)"
167,0000_0012,"(67.5483079695732, 36.697603377613675, 0)","(32, 32)",0.03681159987569972,0,padded,False,"(2, 4)"
168,0000_0021,"(58.080396814266045, 35.99259571601587, 0)","(32, 32)",0.036820204341782625,0,padded,False,"(2, 4)"
169,0000_0022,"(51.46024876654253, 37.4708369026189, 0)","(32, 32)",0.04532128348441606,0,padded,False,"(2, 4)"
170,0000_0102,"(88.30129862368008, 37.39051202159363, 0)","(32, 32)",1.4234652449365837e-05,0,padded,False,"(2, 4)"
171,0000_0111,"(51.42313291070612, 39.13816804983915, 0)","(32, 32)",2.5494032858965097e-08,-1,padded,False,"(2, 4)"
172,0000_0112,"(56.749863416779355, 37.41514303507189, 0)","(32, 32)",0.09597858564028204,0,padded,False,"(2, 4)"
173,0000_0121,"(39.21945951999457, 37.89842857712086, 0)","(32, 32)",0.0865151708073212,0,padded,False,"(2, 4)"
174,0000_0122,"(33.97475727239766, 41.90986153818024, 0)","(32, 32)",0.12037843078680178,0,padded,False,"(2, 4)"
175,0000_0211,"(44.69461782321569, 38.15868948640539, 0)","(32, 32)",0.08556023253086688,0,padded,False,"(2, 4)"
176,0000_0212,"(53.07654425313827, 44.22860533132341, 0)","(32, 32)",0.012649579652546301,0,padded,False,"(2, 4)"
177,0000_0221,"(40.79842357574282, 40.99903093139295, 0)","(32, 32)",1.3245591359087254e-07,-1,padded,False,"(2, 4)"
178,0000_0222,"(120.88212306570307, 43.948227846190946, 0)","(32, 32)",6.224997183563778e-08,-1,padded,False,"(2, 4)"
179,0000_1112,"(52.94994325363048, 41.67749701172005, 0)","(32, 32)",7.006533294224628e-13,-1,padded,False,"(2, 4)"
180,0000_1122,"(47.10334610106509, 46.537293179381145, 0)","(32, 32)",8.130297133799381e-13,-1,padded,False,"(2, 4)"
181,0000_1222,"(37.117111963713036, 46.15285395203449, 0)","(32, 32)",0.11997198548423178,0,padded,False,"(2, 4)"
182,0001_0002,"(40.76106089270811, 35.49086238730021, 0)","(32, 32)",0.0692870622098267,0,padded,False,"(2, 4)"
183,0001_0010,"(100.66108843677169, 31.273132108909415, 0)","(32, 32)",9.56845589845607e-09,-1,padded,False,"(2, 4)"
184,0001_0011,"(40.2711624539443, 35.71571722297511, 0)","(32, 32)",0.2709861383456762,0,padded,False,"(2, 4)"
185,0001_0012,"(60.17983418527381, 39.99415802935064, 0)","(32, 32)",0.04337003638302372,0,padded,False,"(2, 4)"
186,0001_0020,"(58.18167582470506, 34.23076734403399, 0)","(32, 32)",0.07485329954974732,0,padded,False,"(2, 4)"
187,0001_0021,"(79.2156808963286, 37.65191861012556, 0)","(32, 32)",0.009682569158067767,0,padded,False,"(2, 4)"
188,0001_0022,"(47.10730710710934, 41.62807255503824, 0)","(32, 32)",0.10618463430664656,0,padded,False,"(2, 4)"
189,0001_0101,"(44.695801125537486, 34.75774537337775, 0)","(32, 32)",0.11728167077206658,0,padded,False,"(2, 4)"
190,0001_0102,"(44.00159585108121, 40.22164528743845, 0)","(32, 32)",0.14465157005177937,0,padded,False,"(2, 4)"
191,0001_0110,"(38.69126694283116, 36.32937573064083, 0)","(32, 32)",0.19727674183613061,0,padded,False,"(2, 4)"
192,0001_0111,"(55.07010943417675, 41.70971473451197, 0)","(32, 32)",0.06611694906852131,0,padded,False,"(2, 4)"
193,0001_0112,"(46.0057650947982, 42.23630261123653, 0)","(32, 32)",1.5375857720961202e-12,-1,padded,False,"(2, 4)"
194,0001_0120,"(54.6154752287297, 38.874756253501666, 0)","(32, 32)",0.0983547704034705,0,padded,False,"(2, 4)"
195,0001_0121,"(41.4400805203562, 42.30755708626513, 0)","(32, 32)",0.261195971117909,0,padded,False,"(2, 4)"
196,0001_0122,"(45.95257084749388, 47.07085348505663, 0)","(32, 32)",0.08543398293409894,0,padded,False,"(2, 4)"
197,0001_0200,"(115.85118487284656, 36.301879622491086, 0)","(32, 32)",2.9099797222809713e-07,-1,padded,False,"(2, 4)"
198,0001_0201,"(41.8518980859805, 38.075603205949506, 0)","(32, 32)",0.15903905757712358,0,padded,False,"(2, 4)"
199,0001_0202,"(71.93474871322081, 42.346929034057155, 0)","(32, 32)",0.018222876608619192,0,padded,False,"(2, 4)"
200,0001_0210,"(44.05073077758887, 37.24413133946815, 0)","(32, 32)",0.3055121767427226,0,padded,False,"(2, 4)"
201,0001_0211,"(44.608597824226024, 43.720032259639915, 0)","(32, 32)",0.13936199978643135,0,padded,False,"(2, 4)"
202,0001_0212,"(44.839304344272705, 46.021210475069786, 0)","(32, 32)",0.08651865195281584,0,padded,False,"(2, 4)"
203,0001_0220,"(62.383098761546314, 42.364184689871315, 0)","(32, 32)",0.05400367041585054,0,padded,False,"(2, 4)"
204,0001_0221,"(57.31819734573248, 45.645597548375264, 0)","(32, 32)",6.165711821996133e-08,-1,padded,False,"(2, 4)"
205,0001_0222,"(56.22069869137032, 47.78296207633679, 0)","(32, 32)",0.058243286330184336,0,padded,False,"(2, 4)"
206,0001_1001,"(45.087423032083926, 37.427914015911036, 0)","(32, 32)",0.013377793756164047,0,padded,False,"(2, 4)"
207,0001_1002,"(60.47112791121787, 41.18572433667602, 0)","(32, 32)",0.043653541089794884,0,padded,False,"(2, 4)"
208,0001_1010,"(50.73796627431673, 35.23773248055051, 0)","(32, 32)",0.10213429024671608,0,padded,False,"(2, 4)"
209,0001_1011,"(48.984091613763084, 41.18983277301089, 0)","(32, 32)",0.08450726517075216,0,padded,False,"(2, 4)"
210,0001_1012,"(65.62826242320682, 41.580810232961404, 0)","(32, 32)",0.05658036995222272,0,padded,False,"(2, 4)"
211,0001_1020,"(45.12807674025974, 39.72734455790075, 0)","(32, 32)",0.09401559781043228,0,padded,False,"(2, 4)"
212,0001_1021,"(54.76939112012265, 43.080052166826746, 0)","(32, 32)",0.10174339689907105,0,padded,False,"(2, 4)"
213,0001_1022,"(42.644680403574235, 47.01266114043114, 0)","(32, 32)",1.2109627443179167e-07,-1,padded,False,"(2, 4)"
214,0001_1100,"(50.6596979637267, 36.59333898303649, 0)","(32, 32)",0.03581876761228673,0,padded,False,"(2, 4)"
215,0001_1101,"(36.63891720668592, 39.370047443055526, 0)","(32, 32)",0.09535395532823465,0,padded,False,"(2, 4)"
216,0001_1102,"(51.41271631449587, 42.83338462520278, 0)","(32, 32)",0.06727443393808114,0,padded,False,"(2, 4)"
217,0001_1110,"(59.643329183694874, 42.78869394705147, 0)","(32, 32)",1.5322336552363722e-08,-1,padded,False,"(2, 4)"
218,0001_1111,"(34.986883863467966, 42.127397612498406, 0)","(32, 32)",0.1652387854781465,0,padded,False,"(2, 4)"
219,0001_1112,"(40.336658509418, 45.78002750945665, 0)","(32, 32)",0.11016543468437699,0,padded,False,"(2, 4)"
220,0001_1120,"(41.946385504341734, 40.89081985109596, 0)","(32, 32)",0.10379007843695065,0,padded,False,"(2, 4)"
221,0001_1121,"(33.354241810792146, 46.29586263133837, 0)","(32, 32)",0.12595792697223931,0,padded,False,"(2, 4)"
222,0001_1122,"(43.961951003705025, 46.534250911837795, 0)","(32, 32)",0.16886005322500025,0,padded,False,"(2, 4)"
