,symbol_string,parameters,field_shape,cost,status,tileset,comoving,tile_shape
34,00_12,"(69.46332392147026, 21.51250338960548, 0)","(32, 32)",0.1767180585869635,0,extra_space_padded,False,"(2, 2)"
35,01_02,"(62.44899414478869, 22.376966856637544, 0)","(32, 32)",0.21063930114781065,0,extra_space_padded,False,"(2, 2)"
36,01_11,"(35.481058034488704, 23.050750762273033, 0)","(32, 32)",3.580535747458638e-08,-1,extra_space_padded,False,"(2, 2)"
37,01_12,"(84.4538409828304, 24.53446711135515, 0)","(32, 32)",0.02647811823955137,0,extra_space_padded,False,"(2, 2)"
38,01_20,"(63.93346231904679, 22.731145254913358, 0)","(32, 32)",0.11080794449702036,0,extra_space_padded,False,"(2, 2)"
39,01_21,"(86.85935400507677, 25.04009961781585, 0)","(32, 32)",0.03094009165513215,0,extra_space_padded,False,"(2, 2)"
40,01_22,"(59.454402636035816, 25.94387337221837, 0)","(32, 32)",0.0005455941039226691,0,extra_space_padded,False,"(2, 2)"
41,02_11,"(49.705620790659616, 24.69935901866016, 0)","(32, 32)",0.12105505102545415,0,extra_space_padded,False,"(2, 2)"
42,02_12,"(51.00777526208603, 28.795738984617152, 0)","(32, 32)",0.17167049333238582,0,extra_space_padded,False,"(2, 2)"
43,02_21,"(50.73217921678231, 26.670052943732223, 0)","(32, 32)",3.236446504310905e-08,-1,extra_space_padded,False,"(2, 2)"
44,02_22,"(72.88675016005467, 29.787068801840995, 0)","(32, 32)",0.3740431579248441,0,extra_space_padded,False,"(2, 2)"
45,11_12,"(49.621065020199644, 28.761063813176452, 0)","(32, 32)",0.2074449712085576,0,extra_space_padded,False,"(2, 2)"
46,12_22,"(53.132604830801924, 34.1631447548885, 0)","(32, 32)",0.03984939347034518,0,extra_space_padded,False,"(2, 2)"
47,000_001,"(34.83250405983389, 22.824035054706854, 0)","(32, 32)",9.34566197166867e-07,-1,extra_space_padded,False,"(2, 3)"
48,000_002,"(38.47473673683744, 24.236884840188583, 0)","(32, 32)",1.729323167530095e-07,-1,extra_space_padded,False,"(2, 3)"
49,000_011,"(33.81254567508029, 25.670821795516495, 0)","(32, 32)",2.2195403519767592e-07,-1,extra_space_padded,False,"(2, 3)"
50,000_012,"(48.96373892100895, 29.5712057727631, 0)","(32, 32)",2.365311411614077e-12,-1,extra_space_padded,False,"(2, 3)"
51,000_021,"(51.31361470142279, 29.542426531516444, 0)","(32, 32)",1.6132808600584793e-10,-1,extra_space_padded,False,"(2, 3)"
52,000_022,"(50.11240105264461, 31.929257693666482, 0)","(32, 32)",0.03741153557596868,0,extra_space_padded,False,"(2, 3)"
53,000_112,"(61.19327136732924, 31.24872985579831, 0)","(32, 32)",8.2882012105925e-12,-1,extra_space_padded,False,"(2, 3)"
54,000_122,"(36.2901142742551, 33.92666567817298, 0)","(32, 32)",0.1070449841307952,0,extra_space_padded,False,"(2, 3)"
55,001_002,"(66.40320393842359, 31.049262105289937, 0)","(32, 32)",9.905493828623948e-07,-1,extra_space_padded,False,"(2, 3)"
56,001_010,"(25.977755294180724, 24.505437591684075, 0)","(32, 32)",2.9719641336028966e-09,-1,extra_space_padded,False,"(2, 3)"
57,001_011,"(59.111326186986, 34.198288524341514, 0)","(32, 32)",2.275689847091994e-06,0,extra_space_padded,False,"(2, 3)"
58,001_012,"(57.418596710480145, 30.91060744180027, 0)","(32, 32)",0.04915327033083549,0,extra_space_padded,False,"(2, 3)"
59,001_020,"(48.95671583010823, 29.572000393296136, 0)","(32, 32)",1.5160933130647438e-08,-1,extra_space_padded,False,"(2, 3)"
